x y z
-121.360407 -78.194608 136.213887
-121.360407 -75.682571 136.513017
-121.360407 -73.170534 137.294102
-121.360407 -70.658497 137.068072
-121.360407 -68.146460 137.697332
-121.360407 -65.634423 136.211126
-121.360407 -63.122386 132.986051
-121.360407 -60.610349 134.013826
-121.360407 -58.098312 133.224832
-121.360407 -55.586275 131.894534
-121.360407 -53.074239 130.439443
-121.360407 -50.562202 128.999377
-121.360407 -48.050165 127.529521
-121.360407 -45.538128 126.111855
-121.360407 -43.026091 125.049675
-121.360407 -40.514054 123.120631
-121.360407 -38.002017 110.164404
-121.360407 -35.489980 116.195689
-121.360407 -32.977943 115.287858
-121.360407 -30.465906 114.346146
-121.360407 -27.953869 109.634135
-121.360407 -25.441833 114.398511
-121.360407 -22.929796 111.959891
-121.360407 -20.417759 108.730666
-121.360407 -17.905722 108.397005
-121.360407 -15.393685 101.387615
-121.360407 -12.881648 101.347066
-121.360407 -10.369611 97.058721
-121.360407 -7.857574 75.942634
-121.360407 -5.345537 73.488639
-121.360407 -2.833500 102.993660
-121.360407 -0.321463 90.675565
-121.360407 2.190573 80.095143
-121.360407 4.702610 76.615860
-121.360407 7.214647 85.080000
-121.360407 9.726684 79.850847
-121.360407 12.238721 85.771627
-121.360407 14.750758 86.263222
-121.360407 17.262795 87.457944
-121.360407 19.774832 73.443249
-121.360407 22.286869 75.949139
-121.360407 24.798906 68.989413
-121.360407 27.310943 69.864401
-121.360407 29.822980 68.754399
-121.360407 32.335016 67.137193
-121.360407 34.847053 65.694038
-121.360407 37.359090 63.994075
-121.360407 39.871127 67.350480
-121.360407 42.383164 69.010920
-121.360407 44.895201 64.142530
-121.360407 47.407238 67.003821
-121.360407 49.919275 63.818174
-121.360407 52.431312 69.414283
-121.360407 54.943349 67.922951
-121.360407 57.455386 66.513486
-121.360407 59.967422 64.908629
-121.360407 62.479459 63.531910
-121.360407 64.991496 62.131453
-121.360407 67.503533 60.640618
-121.360407 70.015570 58.570960
-121.360407 72.527607 56.781071
-121.360407 75.039644 57.419456
-121.360407 77.551681 56.226092
-121.360407 80.063718 53.064095
-121.360407 82.575755 51.139834
-121.360407 85.087792 50.582509
-121.360407 87.599829 47.698577
-121.360407 90.111865 42.713108
-121.360407 92.623902 45.734639
-121.360407 95.135939 37.439208
-121.360407 97.647976 42.062461
-121.360407 100.160013 44.227307
-121.360407 102.672050 35.635330
-121.360407 105.184087 37.629326
-121.360407 107.696124 36.011142
-121.360407 110.208161 28.030887
-121.360407 112.720198 31.686504
-121.360407 115.232235 29.784874
-121.360407 117.744271 38.894261
-121.360407 120.256308 33.105312
-121.360407 122.768345 30.386738
-121.360407 125.280382 28.979570
-121.360407 127.792419 27.530452
-121.360407 130.304456 26.080196
-121.360407 132.816493 24.468399
-121.360407 135.328530 23.122782
-121.360407 137.840567 21.654988
-121.360407 140.352604 22.021508
-121.360407 142.864641 22.229354
-121.360407 145.376677 20.796149
-121.360407 147.888714 19.082825
-121.360407 150.400751 19.815324
-121.360407 152.912788 18.160938
-121.360407 155.424825 16.733498
-121.360407 157.936862 15.280887
-121.360407 160.448899 13.823538
-118.633238 -78.194608 135.148256
-118.633238 -75.682571 137.266730
-118.633238 -73.170534 139.946426
-118.633238 -70.658497 140.441442
-118.633238 -68.146460 137.261741
-118.633238 -65.634423 134.802564
-118.633238 -63.122386 136.665168
-118.633238 -60.610349 135.080266
-118.633238 -58.098312 133.329466
-118.633238 -55.586275 131.894163
-118.633238 -53.074239 130.441487
-118.633238 -50.562202 128.987249
-118.633238 -48.050165 127.534511
-118.633238 -45.538128 126.058960
-118.633238 -43.026091 124.742185
-118.633238 -40.514054 124.052571
-118.633238 -38.002017 121.563054
-118.633238 -35.489980 105.882856
-118.633238 -32.977943 109.931768
-118.633238 -30.465906 106.698423
-118.633238 -27.953869 114.016907
-118.633238 -25.441833 108.762889
-118.633238 -22.929796 105.110232
-118.633238 -20.417759 102.426494
-118.633238 -17.905722 95.381071
-118.633238 -15.393685 100.291965
-118.633238 -12.881648 97.313835
-118.633238 -10.369611 101.993407
-118.633238 -7.857574 96.979985
-118.633238 -5.345537 89.974075
-118.633238 -2.833500 60.208338
-118.633238 -0.321463 95.872323
-118.633238 2.190573 75.067621
-118.633238 4.702610 91.055300
-118.633238 7.214647 81.903408
-118.633238 9.726684 92.370276
-118.633238 12.238721 89.315762
-118.633238 14.750758 87.105626
-118.633238 17.262795 84.275984
-118.633238 19.774832 80.468640
-118.633238 22.286869 86.759236
-118.633238 24.798906 70.126407
-118.633238 27.310943 69.506039
-118.633238 29.822980 68.840907
-118.633238 32.335016 67.176929
-118.633238 34.847053 65.622426
-118.633238 37.359090 66.595668
-118.633238 39.871127 68.206719
-118.633238 42.383164 68.640981
-118.633238 44.895201 65.984113
-118.633238 47.407238 67.953726
-118.633238 49.919275 70.158531
-118.633238 52.431312 69.445075
-118.633238 54.943349 67.945091
-118.633238 57.455386 66.487464
-118.633238 59.967422 65.027189
-118.633238 62.479459 63.583841
-118.633238 64.991496 62.124695
-118.633238 67.503533 60.643579
-118.633238 70.015570 57.521148
-118.633238 72.527607 55.022946
-118.633238 75.039644 55.947308
-118.633238 77.551681 48.708046
-118.633238 80.063718 49.153549
-118.633238 82.575755 50.486520
-118.633238 85.087792 48.979264
-118.633238 87.599829 46.431928
-118.633238 90.111865 43.852224
-118.633238 92.623902 46.814697
-118.633238 95.135939 43.408063
-118.633238 97.647976 39.088803
-118.633238 100.160013 37.775896
-118.633238 102.672050 39.180158
-118.633238 105.184087 41.661661
-118.633238 107.696124 37.180429
-118.633238 110.208161 35.790261
-118.633238 112.720198 36.418464
-118.633238 115.232235 34.874789
-118.633238 117.744271 33.309950
-118.633238 120.256308 31.907661
-118.633238 122.768345 30.430370
-118.633238 125.280382 28.974727
-118.633238 127.792419 27.519557
-118.633238 130.304456 26.069580
-118.633238 132.816493 24.609924
-118.633238 135.328530 23.185958
-118.633238 137.840567 21.239948
-118.633238 140.352604 21.742753
-118.633238 142.864641 22.554105
-118.633238 145.376677 20.842467
-118.633238 147.888714 19.208239
-118.633238 150.400751 19.671941
-118.633238 152.912788 18.178000
-118.633238 155.424825 16.731645
-118.633238 157.936862 15.279135
-118.633238 160.448899 13.820691
-115.906069 -78.194608 135.480170
-115.906069 -75.682571 136.717289
-115.906069 -73.170534 141.787620
-115.906069 -70.658497 127.796886
-115.906069 -68.146460 129.130964
-115.906069 -65.634423 129.315287
-115.906069 -63.122386 133.172017
-115.906069 -60.610349 131.830878
-115.906069 -58.098312 133.714637
-115.906069 -55.586275 131.716684
-115.906069 -53.074239 130.446692
-115.906069 -50.562202 128.980294
-115.906069 -48.050165 127.531939
-115.906069 -45.538128 126.076512
-115.906069 -43.026091 124.613960
-115.906069 -40.514054 123.167105
-115.906069 -38.002017 121.736392
-115.906069 -35.489980 119.796637
-115.906069 -32.977943 115.100081
-115.906069 -30.465906 115.572489
-115.906069 -27.953869 113.562887
-115.906069 -25.441833 103.975948
-115.906069 -22.929796 103.770432
-115.906069 -20.417759 106.469597
-115.906069 -17.905722 110.567520
-115.906069 -15.393685 97.970311
-115.906069 -12.881648 103.602153
-115.906069 -10.369611 105.733180
-115.906069 -7.857574 101.951365
-115.906069 -5.345537 98.534938
-115.906069 -2.833500 105.618589
-115.906069 -0.321463 84.158794
-115.906069 2.190573 61.312544
-115.906069 4.702610 88.336466
-115.906069 7.214647 84.824079
-115.906069 9.726684 84.429939
-115.906069 12.238721 86.939970
-115.906069 14.750758 90.466571
-115.906069 17.262795 83.723322
-115.906069 19.774832 85.038393
-115.906069 22.286869 75.606817
-115.906069 24.798906 68.672874
-115.906069 27.310943 68.113184
-115.906069 29.822980 68.591851
-115.906069 32.335016 67.188119
-115.906069 34.847053 65.686316
-115.906069 37.359090 70.726987
-115.906069 39.871127 70.470927
-115.906069 42.383164 67.270219
-115.906069 44.895201 65.114988
-115.906069 47.407238 68.089942
-115.906069 49.919275 71.565752
-115.906069 52.431312 69.387481
-115.906069 54.943349 67.934379
-115.906069 57.455386 66.484477
-115.906069 59.967422 65.037044
-115.906069 62.479459 63.534014
-115.906069 64.991496 62.136679
-115.906069 67.503533 60.822044
-115.906069 70.015570 57.653140
-115.906069 72.527607 59.025540
-115.906069 75.039644 57.998795
-115.906069 77.551681 57.459199
-115.906069 80.063718 45.421145
-115.906069 82.575755 53.141178
-115.906069 85.087792 44.782594
-115.906069 87.599829 42.359090
-115.906069 90.111865 45.786521
-115.906069 92.623902 42.728316
-115.906069 95.135939 48.004806
-115.906069 97.647976 35.287032
-115.906069 100.160013 36.691747
-115.906069 102.672050 34.723566
-115.906069 105.184087 31.955452
-115.906069 107.696124 36.876389
-115.906069 110.208161 35.994720
-115.906069 112.720198 36.491133
-115.906069 115.232235 34.521270
-115.906069 117.744271 33.326936
-115.906069 120.256308 31.896066
-115.906069 122.768345 30.424440
-115.906069 125.280382 28.973359
-115.906069 127.792419 27.521180
-115.906069 130.304456 26.065197
-115.906069 132.816493 24.606263
-115.906069 135.328530 22.827677
-115.906069 137.840567 23.317253
-115.906069 140.352604 22.468234
-115.906069 142.864641 22.384704
-115.906069 145.376677 20.880611
-115.906069 147.888714 20.899932
-115.906069 150.400751 19.576317
-115.906069 152.912788 18.187581
-115.906069 155.424825 16.730526
-115.906069 157.936862 15.277034
-115.906069 160.448899 13.818177
-113.178900 -78.194608 136.498138
-113.178900 -75.682571 138.407884
-113.178900 -73.170534 137.854237
-113.178900 -70.658497 139.668070
-113.178900 -68.146460 139.421093
-113.178900 -65.634423 132.346154
-113.178900 -63.122386 136.533831
-113.178900 -60.610349 133.244277
-113.178900 -58.098312 132.790347
-113.178900 -55.586275 130.338141
-113.178900 -53.074239 130.330228
-113.178900 -50.562202 128.987202
-113.178900 -48.050165 127.529842
-113.178900 -45.538128 126.076458
-113.178900 -43.026091 124.623129
-113.178900 -40.514054 123.167835
-113.178900 -38.002017 121.717415
-113.178900 -35.489980 120.281704
-113.178900 -32.977943 118.498571
-113.178900 -30.465906 118.700849
-113.178900 -27.953869 119.856362
-113.178900 -25.441833 106.554463
-113.178900 -22.929796 104.245721
-113.178900 -20.417759 114.476151
-113.178900 -17.905722 100.769051
-113.178900 -15.393685 101.983838
-113.178900 -12.881648 104.344652
-113.178900 -10.369611 102.343707
-113.178900 -7.857574 89.192463
-113.178900 -5.345537 93.167411
-113.178900 -2.833500 93.680330
-113.178900 -0.321463 94.148976
-113.178900 2.190573 84.685069
-113.178900 4.702610 79.827761
-113.178900 7.214647 90.845653
-113.178900 9.726684 85.252840
-113.178900 12.238721 85.718954
-113.178900 14.750758 91.585798
-113.178900 17.262795 81.712165
-113.178900 19.774832 81.725571
-113.178900 22.286869 74.056003
-113.178900 24.798906 68.803848
-113.178900 27.310943 68.122893
-113.178900 29.822980 68.621792
-113.178900 32.335016 67.665317
-113.178900 34.847053 66.796128
-113.178900 37.359090 68.191545
-113.178900 39.871127 70.134051
-113.178900 42.383164 65.765154
-113.178900 44.895201 64.616288
-113.178900 47.407238 69.422471
-113.178900 49.919275 70.854264
-113.178900 52.431312 69.391484
-113.178900 54.943349 67.936560
-113.178900 57.455386 66.482464
-113.178900 59.967422 65.029647
-113.178900 62.479459 63.721208
-113.178900 64.991496 60.862293
-113.178900 67.503533 60.713509
-113.178900 70.015570 58.989908
-113.178900 72.527607 59.672755
-113.178900 75.039644 55.666055
-113.178900 77.551681 53.128108
-113.178900 80.063718 47.645956
-113.178900 82.575755 48.706610
-113.178900 85.087792 43.467615
-113.178900 87.599829 47.034235
-113.178900 90.111865 42.312992
-113.178900 92.623902 42.186294
-113.178900 95.135939 37.965727
-113.178900 97.647976 36.009112
-113.178900 100.160013 35.655558
-113.178900 102.672050 34.820359
-113.178900 105.184087 35.511154
-113.178900 107.696124 34.095587
-113.178900 110.208161 35.622422
-113.178900 112.720198 34.800883
-113.178900 115.232235 35.165506
-113.178900 117.744271 33.330063
-113.178900 120.256308 31.876846
-113.178900 122.768345 30.424995
-113.178900 125.280382 28.971629
-113.178900 127.792419 27.518852
-113.178900 130.304456 26.063202
-113.178900 132.816493 24.608789
-113.178900 135.328530 22.875194
-113.178900 137.840567 23.631211
-113.178900 140.352604 24.232011
-113.178900 142.864641 22.238077
-113.178900 145.376677 20.611094
-113.178900 147.888714 21.313544
-113.178900 150.400751 19.636704
-113.178900 152.912788 18.178797
-113.178900 155.424825 16.728902
-113.178900 157.936862 15.275298
-113.178900 160.448899 13.815987
-110.451730 -78.194608 137.241982
-110.451730 -75.682571 142.298134
-110.451730 -73.170534 137.127916
-110.451730 -70.658497 137.520087
-110.451730 -68.146460 130.621235
-110.451730 -65.634423 129.972819
-110.451730 -63.122386 133.210181
-110.451730 -60.610349 132.766050
-110.451730 -58.098312 134.262373
-110.451730 -55.586275 132.240062
-110.451730 -53.074239 130.227571
-110.451730 -50.562202 129.011174
-110.451730 -48.050165 127.525843
-110.451730 -45.538128 126.074571
-110.451730 -43.026091 124.621145
-110.451730 -40.514054 123.167669
-110.451730 -38.002017 121.716171
-110.451730 -35.489980 120.123064
-110.451730 -32.977943 117.381687
-110.451730 -30.465906 114.241099
-110.451730 -27.953869 112.962103
-110.451730 -25.441833 114.267756
-110.451730 -22.929796 113.907498
-110.451730 -20.417759 115.286494
-110.451730 -17.905722 102.024927
-110.451730 -15.393685 100.212357
-110.451730 -12.881648 107.348952
-110.451730 -10.369611 98.242321
-110.451730 -7.857574 99.611155
-110.451730 -5.345537 98.558295
-110.451730 -2.833500 89.801978
-110.451730 -0.321463 93.311560
-110.451730 2.190573 97.698139
-110.451730 4.702610 99.708635
-110.451730 7.214647 94.571132
-110.451730 9.726684 89.641000
-110.451730 12.238721 87.927739
-110.451730 14.750758 91.360074
-110.451730 17.262795 90.108143
-110.451730 19.774832 81.750003
-110.451730 22.286869 80.878158
-110.451730 24.798906 70.457736
-110.451730 27.310943 70.437830
-110.451730 29.822980 68.623634
-110.451730 32.335016 66.854298
-110.451730 34.847053 68.278047
-110.451730 37.359090 73.449604
-110.451730 39.871127 70.225315
-110.451730 42.383164 68.864628
-110.451730 44.895201 67.259391
-110.451730 47.407238 71.136004
-110.451730 49.919275 70.816418
-110.451730 52.431312 69.385431
-110.451730 54.943349 67.935207
-110.451730 57.455386 66.483344
-110.451730 59.967422 65.004009
-110.451730 62.479459 63.812081
-110.451730 64.991496 60.421277
-110.451730 67.503533 59.981055
-110.451730 70.015570 61.223897
-110.451730 72.527607 59.544425
-110.451730 75.039644 58.486930
-110.451730 77.551681 54.026808
-110.451730 80.063718 48.197402
-110.451730 82.575755 46.445330
-110.451730 85.087792 45.386995
-110.451730 87.599829 44.081233
-110.451730 90.111865 43.882668
-110.451730 92.623902 40.788806
-110.451730 95.135939 39.760982
-110.451730 97.647976 38.319550
-110.451730 100.160013 35.385410
-110.451730 102.672050 30.857397
-110.451730 105.184087 35.375765
-110.451730 107.696124 32.692318
-110.451730 110.208161 33.984823
-110.451730 112.720198 35.098700
-110.451730 115.232235 34.633925
-110.451730 117.744271 33.337974
-110.451730 120.256308 31.876527
-110.451730 122.768345 30.423294
-110.451730 125.280382 28.969776
-110.451730 127.792419 27.518243
-110.451730 130.304456 26.248601
-110.451730 132.816493 23.981270
-110.451730 135.328530 23.557901
-110.451730 137.840567 23.225588
