x y z
-80.452869 -80.706645 126.476858
-80.452869 -78.194608 125.952225
-80.452869 -75.682571 135.429316
-80.452869 -73.170534 141.636851
-80.452869 -70.658497 140.591393
-80.452869 -68.146460 139.114806
-80.452869 -65.634423 137.694665
-80.452869 -63.122386 136.226526
-80.452869 -60.610349 134.774577
-80.452869 -58.098312 133.323602
-80.452869 -55.586275 131.866517
-80.452869 -53.074239 130.409525
-80.452869 -50.562202 128.961878
-80.452869 -48.050165 127.854483
-80.452869 -45.538128 117.483085
-80.452869 -43.026091 122.938282
-80.452869 -40.514054 121.063607
-80.452869 -38.002017 121.402181
-80.452869 -35.489980 120.274953
-80.452869 -32.977943 118.829630
-80.452869 -30.465906 117.328657
-80.452869 -27.953869 115.881578
-80.452869 -25.441833 114.424217
-80.452869 -22.929796 112.973648
-80.452869 -20.417759 111.501560
-80.452869 -17.905722 110.210269
-80.452869 -15.393685 108.222144
-80.452869 -12.881648 109.197311
-80.452869 -10.369611 107.445380
-80.452869 -7.857574 106.345338
-80.452869 -5.345537 104.455436
-80.452869 -2.833500 102.819897
-80.452869 -0.321463 98.290624
-80.452869 2.190573 100.876937
-80.452869 4.702610 94.567521
-80.452869 7.214647 85.177440
-80.452869 9.726684 83.398689
-80.452869 12.238721 84.543327
-80.452869 14.750758 91.934984
-80.452869 17.262795 85.929016
-80.452869 19.774832 87.066496
-80.452869 22.286869 86.851396
-80.452869 24.798906 87.095594
-80.452869 27.310943 85.610589
-80.452869 29.822980 84.195921
-80.452869 32.335016 82.722427
-80.452869 34.847053 81.275623
-80.452869 37.359090 79.820564
-80.452869 39.871127 78.367607
-80.452869 42.383164 76.913970
-80.452869 44.895201 75.460494
-80.452869 47.407238 74.007002
-80.452869 49.919275 72.553500
-80.452869 52.431312 71.100054
-80.452869 54.943349 69.646873
-80.452869 57.455386 68.191288
-80.452869 59.967422 66.719668
-80.452869 62.479459 65.430965
-80.452869 64.991496 64.310643
-80.452869 67.503533 60.388473
-80.452869 70.015570 60.479258
-80.452869 72.527607 59.601344
-80.452869 75.039644 58.027516
-80.452869 77.551681 56.565405
-80.452869 80.063718 55.111546
-80.452869 82.575755 53.658030
-80.452869 85.087792 52.204543
-80.452869 87.599829 50.751047
-80.452869 90.111865 49.297550
-80.452869 92.623902 47.844054
-80.452869 95.135939 46.390552
-80.452869 97.647976 44.937151
-80.452869 100.160013 43.476241
-80.452869 102.672050 42.064163
-80.452869 105.184087 40.858187
-80.452869 107.696124 39.120525
-80.452869 110.208161 37.671417
-80.452869 112.720198 36.215598
-80.452869 115.232235 34.762738
-80.452869 117.744271 33.308378
-80.452869 120.256308 31.832372
-80.452869 122.768345 29.655594
-80.452869 125.280382 28.841665
-80.452869 127.792419 29.120622
-80.452869 130.304456 29.765502
-80.452869 132.816493 29.746075
-80.452869 135.328530 28.364435
-80.452869 137.840567 26.872688
-80.452869 140.352604 25.426278
-80.452869 142.864641 23.973096
-80.452869 145.376677 22.519618
-80.452869 147.888714 21.066117
-80.452869 150.400751 19.612621
-80.452869 152.912788 18.159125
-80.452869 155.424825 16.705490
-80.452869 157.936862 15.251748
-80.452869 160.448899 13.799527
-77.725700 -83.218682 126.552512
-77.725700 -80.706645 129.205430
-77.725700 -78.194608 126.425226
-77.725700 -75.682571 137.788231
-77.725700 -73.170534 142.021134
-77.725700 -70.658497 140.557464
-77.725700 -68.146460 139.125841
-77.725700 -65.634423 137.682635
-77.725700 -63.122386 136.224671
-77.725700 -60.610349 134.772537
-77.725700 -58.098312 133.318875
-77.725700 -55.586275 131.859390
-77.725700 -53.074239 130.449285
-77.725700 -50.562202 130.027601
-77.725700 -48.050165 121.250006
-77.725700 -45.538128 118.474372
-77.725700 -43.026091 110.005517
-77.725700 -40.514054 118.998631
-77.725700 -38.002017 120.228417
-77.725700 -35.489980 119.243340
-77.725700 -32.977943 118.543858
-77.725700 -30.465906 117.036897
-77.725700 -27.953869 115.946586
-77.725700 -25.441833 114.410243
-77.725700 -22.929796 112.965300
-77.725700 -20.417759 111.538426
-77.725700 -17.905722 110.681253
-77.725700 -15.393685 108.612765
-77.725700 -12.881648 108.984551
-77.725700 -10.369611 107.374808
-77.725700 -7.857574 105.959844
-77.725700 -5.345537 104.549952
-77.725700 -2.833500 103.051493
-77.725700 -0.321463 102.888039
-77.725700 2.190573 101.686994
-77.725700 4.702610 84.359562
-77.725700 7.214647 88.909856
-77.725700 9.726684 91.923673
-77.725700 12.238721 92.632517
-77.725700 14.750758 82.962725
-77.725700 17.262795 88.676379
-77.725700 19.774832 86.919718
-77.725700 22.286869 86.863317
-77.725700 24.798906 87.022175
-77.725700 27.310943 85.632901
-77.725700 29.822980 84.180635
-77.725700 32.335016 82.725554
-77.725700 34.847053 81.272468
-77.725700 37.359090 79.820474
-77.725700 39.871127 78.363795
-77.725700 42.383164 76.912314
-77.725700 44.895201 75.458566
-77.725700 47.407238 74.005102
-77.725700 49.919275 72.551566
-77.725700 52.431312 71.098062
-77.725700 54.943349 69.644541
-77.725700 57.455386 68.191152
-77.725700 59.967422 66.736346
-77.725700 62.479459 65.287605
-77.725700 64.991496 63.833079
-77.725700 67.503533 62.318051
-77.725700 70.015570 60.916392
-77.725700 72.527607 59.465319
-77.725700 75.039644 58.018879
-77.725700 77.551681 56.562989
-77.725700 80.063718 55.109618
-77.725700 82.575755 53.656118
-77.725700 85.087792 52.202620
-77.725700 87.599829 50.749123
-77.725700 90.111865 49.295626
-77.725700 92.623902 47.842127
-77.725700 95.135939 46.388631
-77.725700 97.647976 44.935281
-77.725700 100.160013 43.482023
-77.725700 102.672050 42.028196
-77.725700 105.184087 40.573095
-77.725700 107.696124 39.138288
-77.725700 110.208161 37.660146
-77.725700 112.720198 36.215476
-77.725700 115.232235 34.760451
-77.725700 117.744271 33.306592
-77.725700 120.256308 31.847803
-77.725700 122.768345 30.497748
-77.725700 125.280382 29.965560
-77.725700 127.792419 29.985849
-77.725700 130.304456 29.347690
-77.725700 132.816493 30.084784
-77.725700 135.328530 28.321625
-77.725700 137.840567 26.875450
-77.725700 140.352604 25.425381
-77.725700 142.864641 23.971153
-77.725700 145.376677 22.517692
-77.725700 147.888714 21.064194
-77.725700 150.400751 19.610697
-77.725700 152.912788 18.157201
-77.725700 155.424825 16.703582
-77.725700 157.936862 15.249829
-77.725700 160.448899 13.797653
-74.998531 -83.218682 125.680789
-74.998531 -80.706645 113.971495
-74.998531 -78.194608 134.659643
-74.998531 -75.682571 140.427898
-74.998531 -73.170534 142.065914
-74.998531 -70.658497 140.585944
-74.998531 -68.146460 139.131051
-74.998531 -65.634423 137.677574
-74.998531 -63.122386 136.224002
-74.998531 -60.610349 134.770519
-74.998531 -58.098312 133.317062
-74.998531 -55.586275 131.864487
-74.998531 -53.074239 130.411683
-74.998531 -50.562202 128.963328
-74.998531 -48.050165 121.884401
-74.998531 -45.538128 120.287834
-74.998531 -43.026091 117.896470
-74.998531 -40.514054 117.057514
-74.998531 -38.002017 114.484981
-74.998531 -35.489980 118.628220
-74.998531 -32.977943 115.879336
-74.998531 -30.465906 109.070309
-74.998531 -27.953869 114.884131
-74.998531 -25.441833 115.898456
-74.998531 -22.929796 112.507682
-74.998531 -20.417759 111.728322
-74.998531 -17.905722 111.818424
-74.998531 -15.393685 108.754053
-74.998531 -12.881648 108.743131
-74.998531 -10.369611 107.247249
-74.998531 -7.857574 106.347708
-74.998531 -5.345537 104.533930
-74.998531 -2.833500 103.068173
-74.998531 -0.321463 101.625422
-74.998531 2.190573 100.048293
-74.998531 4.702610 99.578447
-74.998531 7.214647 98.269466
-74.998531 9.726684 91.880809
-74.998531 12.238721 92.808357
-74.998531 14.750758 87.854433
-74.998531 17.262795 86.743271
-74.998531 19.774832 89.981956
-74.998531 22.286869 88.583184
-74.998531 24.798906 87.084403
-74.998531 27.310943 85.631068
-74.998531 29.822980 84.178512
-74.998531 32.335016 82.723662
-74.998531 34.847053 81.270912
-74.998531 37.359090 79.813374
-74.998531 39.871127 78.379088
-74.998531 42.383164 76.885533
-74.998531 44.895201 75.448713
-74.998531 47.407238 74.001174
-74.998531 49.919275 72.549677
-74.998531 52.431312 71.096175
-74.998531 54.943349 69.642658
-74.998531 57.455386 68.189167
-74.998531 59.967422 66.735658
-74.998531 62.479459 65.282029
-74.998531 64.991496 63.829209
-74.998531 67.503533 62.374862
-74.998531 70.015570 60.921437
-74.998531 72.527607 59.465371
-74.998531 75.039644 58.015414
-74.998531 77.551681 56.560961
-74.998531 80.063718 55.107709
-74.998531 82.575755 53.654191
-74.998531 85.087792 52.200697
-74.998531 87.599829 50.747196
-74.998531 90.111865 49.293711
-74.998531 92.623902 47.840200
-74.998531 95.135939 46.386725
-74.998531 97.647976 44.933207
-74.998531 100.160013 43.479713
-74.998531 102.672050 42.026217
-74.998531 105.184087 40.572693
-74.998531 107.696124 39.119412
-74.998531 110.208161 37.665322
-74.998531 112.720198 36.212333
-74.998531 115.232235 34.758840
-74.998531 117.744271 33.304326
-74.998531 120.256308 31.853301
-74.998531 122.768345 30.227955
-74.998531 125.280382 31.019681
-74.998531 127.792419 31.025376
-74.998531 130.304456 29.194371
-74.998531 132.816493 30.022099
-74.998531 135.328530 28.336035
-74.998531 137.840567 26.876167
-74.998531 140.352604 25.422770
-74.998531 142.864641 23.969265
-74.998531 145.376677 22.515767
-74.998531 147.888714 21.062271
-74.998531 150.400751 19.608774
-74.998531 152.912788 18.155277
-74.998531 155.424825 16.701686
-74.998531 157.936862 15.247916
-74.998531 160.448899 13.795777
-72.271361 -83.218682 123.979436
-72.271361 -80.706645 112.286988
-72.271361 -78.194608 140.383600
-72.271361 -75.682571 142.915815
-72.271361 -73.170534 142.085793
-72.271361 -70.658497 140.583932
-72.271361 -68.146460 139.128508
-72.271361 -65.634423 137.675568
-72.271361 -63.122386 136.222153
-72.271361 -60.610349 134.768560
-72.271361 -58.098312 133.315215
-72.271361 -55.586275 131.864368
-72.271361 -53.074239 130.426685
-72.271361 -50.562202 128.667705
-72.271361 -48.050165 121.263731
-72.271361 -45.538128 122.993764
-72.271361 -43.026091 120.084829
-72.271361 -40.514054 114.949124
-72.271361 -38.002017 110.194897
-72.271361 -35.489980 116.002706
-72.271361 -32.977943 111.225633
-72.271361 -30.465906 106.821708
-72.271361 -27.953869 113.244984
-72.271361 -25.441833 115.575396
-72.271361 -22.929796 112.331520
-72.271361 -20.417759 111.416487
-72.271361 -17.905722 111.612009
-72.271361 -15.393685 108.959333
-72.271361 -12.881648 108.918678
-72.271361 -10.369611 107.430756
-72.271361 -7.857574 105.959841
-72.271361 -5.345537 104.528773
-72.271361 -2.833500 103.070755
-72.271361 -0.321463 101.619405
-72.271361 2.190573 100.169394
-72.271361 4.702610 98.706559
-72.271361 7.214647 97.341776
-72.271361 9.726684 95.812444
-72.271361 12.238721 93.799311
-72.271361 14.750758 94.512110
-72.271361 17.262795 91.245529
-72.271361 19.774832 89.877739
-72.271361 22.286869 88.576349
-72.271361 24.798906 87.069781
-72.271361 27.310943 85.604530
-72.271361 29.822980 84.262561
-72.271361 32.335016 82.735759
-72.271361 34.847053 81.261933
-72.271361 37.359090 79.817888
-72.271361 39.871127 78.580362
-72.271361 42.383164 73.659518
-72.271361 44.895201 75.644444
-72.271361 47.407238 74.004988
-72.271361 49.919275 72.547788
-72.271361 52.431312 71.094282
-72.271361 54.943349 69.640746
-72.271361 57.455386 68.187246
-72.271361 59.967422 66.733736
-72.271361 62.479459 65.280239
-72.271361 64.991496 63.826745
-72.271361 67.503533 62.373269
-72.271361 70.015570 60.919736
-72.271361 72.527607 59.466245
-72.271361 75.039644 58.012777
-72.271361 77.551681 56.559260
-72.271361 80.063718 55.105766
-72.271361 82.575755 53.652269
-72.271361 85.087792 52.198772
-72.271361 87.599829 50.745278
-72.271361 90.111865 49.291758
-72.271361 92.623902 47.838336
-72.271361 95.135939 46.384832
-72.271361 97.647976 44.931426
-72.271361 100.160013 43.477814
-72.271361 102.672050 42.024274
-72.271361 105.184087 40.570799
-72.271361 107.696124 39.117303
-72.271361 110.208161 37.663823
-72.271361 112.720198 36.210314
-72.271361 115.232235 34.756542
-72.271361 117.744271 33.300167
-72.271361 120.256308 31.904800
-72.271361 122.768345 32.299364
-72.271361 125.280382 30.320016
-72.271361 127.792419 31.003792
-72.271361 130.304456 29.282473
-72.271361 132.816493 29.969986
-72.271361 135.328530 28.338596
-72.271361 137.840567 26.874233
-72.271361 140.352604 25.420794
-72.271361 142.864641 23.967355
-72.271361 145.376677 22.513849
-72.271361 147.888714 21.060352
-72.271361 150.400751 19.606850
-72.271361 152.912788 18.153353
-72.271361 155.424825 16.699870
-72.271361 157.936862 15.246011
-72.271361 160.448899 13.793898
-69.544192 -83.218682 124.923092
-69.544192 -80.706645 122.266465
-69.544192 -78.194608 137.987470
-69.544192 -75.682571 141.158359
-69.544192 -73.170534 141.869907
-69.544192 -70.658497 140.607016
-69.544192 -68.146460 139.129738
-69.544192 -65.634423 137.665270
-69.544192 -63.122386 136.223072
-69.544192 -60.610349 134.766502
-69.544192 -58.098312 133.313119
-69.544192 -55.586275 131.858688
-69.544192 -53.074239 130.401544
-69.544192 -50.562202 129.003025
-69.544192 -48.050165 127.542690
-69.544192 -45.538128 125.635479
-69.544192 -43.026091 125.431873
-69.544192 -40.514054 122.073470
-69.544192 -38.002017 115.122829
-69.544192 -35.489980 121.771514
-69.544192 -32.977943 106.109787
-69.544192 -30.465906 116.877671
-69.544192 -27.953869 107.700390
-69.544192 -25.441833 103.046423
-69.544192 -22.929796 108.214011
-69.544192 -20.417759 105.004814
-69.544192 -17.905722 108.213678
-69.544192 -15.393685 110.794996
-69.544192 -12.881648 107.167898
-69.544192 -10.369611 107.213626
-69.544192 -7.857574 106.044620
-69.544192 -5.345537 104.473282
-69.544192 -2.833500 103.070814
-69.544192 -0.321463 101.615524
-69.544192 2.190573 100.162247
-69.544192 4.702610 98.708673
-69.544192 7.214647 97.255949
-69.544192 9.726684 95.797277
-69.544192 12.238721 94.344029
-69.544192 14.750758 92.936630
-69.544192 17.262795 91.426316
-69.544192 19.774832 89.990939
-69.544192 22.286869 88.534302
-69.544192 24.798906 87.095024
-69.544192 27.310943 85.580286
-69.544192 29.822980 84.350328
-69.544192 32.335016 83.478173
-69.544192 34.847053 81.219365
-69.544192 37.359090 79.799182
-69.544192 39.871127 78.327527
-69.544192 42.383164 76.917701
-69.544192 44.895201 75.427554
-69.544192 47.407238 74.000739
-69.544192 49.919275 72.527244
-69.544192 52.431312 71.088774
-69.544192 54.943349 69.635252
-69.544192 57.455386 68.185089
-69.544192 59.967422 66.731848
-69.544192 62.479459 65.278325
-69.544192 64.991496 63.824823
-69.544192 67.503533 62.371327
-69.544192 70.015570 60.917830
-69.544192 72.527607 59.464332
-69.544192 75.039644 58.010833
-69.544192 77.551681 56.557341
-69.544192 80.063718 55.103841
-69.544192 82.575755 53.650346
-69.544192 85.087792 52.196841
-69.544192 87.599829 50.743408
-69.544192 90.111865 49.289187
-69.544192 92.623902 47.839861
-69.544192 95.135939 46.374950
-69.544192 97.647976 44.939582
-69.544192 100.160013 43.473172
-69.544192 102.672050 42.023547
-69.544192 105.184087 40.568677
-69.544192 107.696124 39.115213
-69.544192 110.208161 37.661876
-69.544192 112.720198 36.208342
-69.544192 115.232235 34.755877
-69.544192 117.744271 33.316437
-69.544192 120.256308 31.723797
-69.544192 122.768345 32.235826
-69.544192 125.280382 30.442128
-69.544192 127.792419 30.844186
-69.544192 130.304456 31.107048
-69.544192 132.816493 29.805954
-69.544192 135.328530 28.323972
-69.544192 137.840567 26.872662
-69.544192 140.352604 25.418954
-69.544192 142.864641 23.965442
-69.544192 145.376677 22.511928
-69.544192 147.888714 21.058432
-69.544192 150.400751 19.604926
-69.544192 152.912788 18.151429
-69.544192 155.424825 16.697931
-69.544192 157.936862 15.244110
-69.544192 160.448899 13.792016
-66.817023 -83.218682 116.723376
-66.817023 -80.706645 125.961432
-66.817023 -78.194608 130.785377
-66.817023 -75.682571 136.901247
-66.817023 -73.170534 143.405921
-66.817023 -70.658497 141.553606
-66.817023 -68.146460 139.997252
-66.817023 -65.634423 137.531486
-66.817023 -63.122386 136.114195
-66.817023 -60.610349 134.768034
-66.817023 -58.098312 133.311866
-66.817023 -55.586275 131.857584
-66.817023 -53.074239 130.401570
-66.817023 -50.562202 128.948931
-66.817023 -48.050165 128.649018
-66.817023 -45.538128 123.481072
-66.817023 -43.026091 121.548645
-66.817023 -40.514054 124.114587
-66.817023 -38.002017 115.422296
-66.817023 -35.489980 114.559199
-66.817023 -32.977943 112.947682
-66.817023 -30.465906 108.443700
-66.817023 -27.953869 107.901152
-66.817023 -25.441833 103.048748
-66.817023 -22.929796 105.376339
-66.817023 -20.417759 98.344346
-66.817023 -17.905722 109.589116
-66.817023 -15.393685 98.351308
-66.817023 -12.881648 106.396026
-66.817023 -10.369611 106.476263
-66.817023 -7.857574 104.694456
-66.817023 -5.345537 104.546585
-66.817023 -2.833500 103.010139
-66.817023 -0.321463 101.619714
-66.817023 2.190573 100.164003
-66.817023 4.702610 98.705336
-66.817023 7.214647 97.253327
-66.817023 9.726684 95.800046
-66.817023 12.238721 94.346103
-66.817023 14.750758 92.892531
-66.817023 17.262795 91.441388
-66.817023 19.774832 89.984529
-66.817023 22.286869 88.530486
-66.817023 24.798906 86.970925
-66.817023 27.310943 86.648310
-66.817023 29.822980 82.465024
-66.817023 32.335016 85.451585
-66.817023 34.847053 82.120011
-66.817023 37.359090 79.770777
-66.817023 39.871127 78.361243
-66.817023 42.383164 76.903837
-66.817023 44.895201 75.465393
-66.817023 47.407238 73.630590
-66.817023 49.919275 71.565042
-66.817023 52.431312 71.207873
-66.817023 54.943349 69.659550
-66.817023 57.455386 68.184590
-66.817023 59.967422 66.729854
-66.817023 62.479459 65.276381
-66.817023 64.991496 63.822899
-66.817023 67.503533 62.369403
-66.817023 70.015570 60.915906
-66.817023 72.527607 59.462409
-66.817023 75.039644 58.008912
-66.817023 77.551681 56.555415
-66.817023 80.063718 55.101918
-66.817023 82.575755 53.648421
-66.817023 85.087792 52.194925
-66.817023 87.599829 50.741450
-66.817023 90.111865 49.287694
-66.817023 92.623902 47.837269
-66.817023 95.135939 46.357005
-66.817023 97.647976 44.918564
-66.817023 100.160013 43.361557
-66.817023 102.672050 41.952891
-66.817023 105.184087 40.567413
-66.817023 107.696124 39.113727
-66.817023 110.208161 37.659959
-66.817023 112.720198 36.206568
-66.817023 115.232235 34.754275
-66.817023 117.744271 33.322500
-66.817023 120.256308 31.672217
-66.817023 122.768345 31.874655
-66.817023 125.280382 32.784823
-66.817023 127.792419 31.282581
-66.817023 130.304456 31.332471
-66.817023 132.816493 29.765276
-66.817023 135.328530 28.323973
-66.817023 137.840567 26.871430
-66.817023 140.352604 25.417041
-66.817023 142.864641 23.963507
-66.817023 145.376677 22.510005
-66.817023 147.888714 21.056509
-66.817023 150.400751 19.603003
-66.817023 152.912788 18.149505
-66.817023 155.424825 16.696007
-66.817023 157.936862 15.242213
-66.817023 160.448899 13.790131
-64.089854 -83.218682 122.399942
-64.089854 -80.706645 120.873548
-64.089854 -78.194608 122.184934
-64.089854 -75.682571 119.892396
-64.089854 -73.170534 140.178138
-64.089854 -70.658497 127.863709
-64.089854 -68.146460 130.502685
-64.089854 -65.634423 142.193105
-64.089854 -63.122386 127.304832
-64.089854 -60.610349 134.543969
-64.089854 -58.098312 133.317301
-64.089854 -55.586275 131.831815
-64.089854 -53.074239 130.403773
-64.089854 -50.562202 128.977014
-64.089854 -48.050165 125.417185
-64.089854 -45.538128 124.874950
-64.089854 -43.026091 123.810697
-64.089854 -40.514054 122.232735
-64.089854 -38.002017 120.665262
-64.089854 -35.489980 120.236815
-64.089854 -32.977943 119.878801
-64.089854 -30.465906 112.908777
-64.089854 -27.953869 115.507222
-64.089854 -25.441833 111.674090
-64.089854 -22.929796 118.054069
-64.089854 -20.417759 108.677466
-64.089854 -17.905722 102.079996
-64.089854 -15.393685 105.937238
-64.089854 -12.881648 109.783301
-64.089854 -10.369611 105.188102
-64.089854 -7.857574 100.108632
-64.089854 -5.345537 95.455703
-64.089854 -2.833500 100.709296
-64.089854 -0.321463 101.269006
-64.089854 2.190573 100.121351
-64.089854 4.702610 98.760535
-64.089854 7.214647 97.239235
-64.089854 9.726684 95.801266
-64.089854 12.238721 94.344344
-64.089854 14.750758 92.890963
-64.089854 17.262795 91.437329
-64.089854 19.774832 89.983377
-64.089854 22.286869 88.536868
-64.089854 24.798906 86.994243
-64.089854 27.310943 84.119388
-64.089854 29.822980 84.201508
-64.089854 32.335016 82.762801
-64.089854 34.847053 81.248534
-64.089854 37.359090 79.809012
-64.089854 39.871127 78.356080
-64.089854 42.383164 76.901811
-64.089854 44.895201 75.448438
-64.089854 47.407238 74.217618
-64.089854 49.919275 72.467276
-64.089854 52.431312 71.068612
-64.089854 54.943349 69.627484
-64.089854 57.455386 68.180524
-64.089854 59.967422 66.727976
-64.089854 62.479459 65.274480
-64.089854 64.991496 63.820976
-64.089854 67.503533 62.367479
-64.089854 70.015570 60.913982
-64.089854 72.527607 59.460485
-64.089854 75.039644 58.006988
-64.089854 77.551681 56.553491
-64.089854 80.063718 55.099995
-64.089854 82.575755 53.646498
-64.089854 85.087792 52.192997
-64.089854 87.599829 50.739431
-64.089854 90.111865 49.285918
-64.089854 92.623902 47.836954
-64.089854 95.135939 47.110657
-64.089854 97.647976 35.461448
-64.089854 100.160013 42.464585
-64.089854 102.672050 42.022799
-64.089854 105.184087 40.569350
-64.089854 107.696124 39.111175
-64.089854 110.208161 37.657874
-64.089854 112.720198 36.205087
-64.089854 115.232235 34.739920
-64.089854 117.744271 33.401083
-64.089854 120.256308 32.741361
-64.089854 122.768345 31.963614
-64.089854 125.280382 32.659424
-64.089854 127.792419 32.628359
-64.089854 130.304456 31.198682
-64.089854 132.816493 29.772443
-64.089854 135.328530 28.322674
-64.089854 137.840567 26.868914
-64.089854 140.352604 25.415115
-64.089854 142.864641 23.961580
-64.089854 145.376677 22.508080
-64.089854 147.888714 21.054585
-64.089854 150.400751 19.601084
-64.089854 152.912788 18.147582
-64.089854 155.424825 16.694084
-64.089854 157.936862 15.240320
-64.089854 160.448899 13.788243
-61.362685 -83.218682 121.859441
-61.362685 -80.706645 129.058567
-61.362685 -78.194608 130.789739
-61.362685 -75.682571 144.375833
-61.362685 -73.170534 133.274190
-61.362685 -70.658497 131.665567
-61.362685 -68.146460 126.916882
-61.362685 -65.634423 132.912243
-61.362685 -63.122386 126.978312
-61.362685 -60.610349 120.309434
-61.362685 -58.098312 133.461667
-61.362685 -55.586275 131.903188
-61.362685 -53.074239 130.341879
-61.362685 -50.562202 128.978251
-61.362685 -48.050165 127.457186
-61.362685 -45.538128 124.217694
-61.362685 -43.026091 122.257814
-61.362685 -40.514054 121.338065
-61.362685 -38.002017 119.804660
-61.362685 -35.489980 117.243944
-61.362685 -32.977943 118.795016
-61.362685 -30.465906 116.890577
-61.362685 -27.953869 117.485467
-61.362685 -25.441833 112.781339
-61.362685 -22.929796 108.737470
-61.362685 -20.417759 107.461285
-61.362685 -17.905722 97.195757
-61.362685 -15.393685 98.077463
-61.362685 -12.881648 102.827136
-61.362685 -10.369611 105.260005
-61.362685 -7.857574 95.148802
-61.362685 -5.345537 100.677885
-61.362685 -2.833500 104.112468
-61.362685 -0.321463 101.986525
-61.362685 2.190573 96.499581
-61.362685 4.702610 100.255098
-61.362685 7.214647 97.219818
-61.362685 9.726684 95.731420
-61.362685 12.238721 94.316766
-61.362685 14.750758 92.890162
-61.362685 17.262795 91.435401
-61.362685 19.774832 89.980477
-61.362685 22.286869 88.540723
-61.362685 24.798906 87.232514
-61.362685 27.310943 84.252036
-61.362685 29.822980 84.163474
-61.362685 32.335016 82.710870
-61.362685 34.847053 81.263285
-61.362685 37.359090 79.805737
-61.362685 39.871127 78.354337
-61.362685 42.383164 76.901451
-61.362685 44.895201 75.448843
-61.362685 47.407238 73.966388
-61.362685 49.919275 72.644626
-61.362685 52.431312 70.809190
-61.362685 54.943349 69.658241
-61.362685 57.455386 68.176948
-61.362685 59.967422 66.726092
-61.362685 62.479459 65.272548
-61.362685 64.991496 63.819052
-61.362685 67.503533 62.365555
-61.362685 70.015570 60.912058
-61.362685 72.527607 59.458561
-61.362685 75.039644 58.005065
-61.362685 77.551681 56.551568
-61.362685 80.063718 55.098071
-61.362685 82.575755 53.644574
-61.362685 85.087792 52.191078
-61.362685 87.599829 50.737601
-61.362685 90.111865 49.284195
-61.362685 92.623902 47.827208
-61.362685 95.135939 46.428537
-61.362685 97.647976 44.908122
-61.362685 100.160013 43.321037
-61.362685 102.672050 42.022779
-61.362685 105.184087 40.561794
-61.362685 107.696124 39.109661
-61.362685 110.208161 37.656089
-61.362685 112.720198 36.203041
-61.362685 115.232235 34.741769
-61.362685 117.744271 33.009166
-61.362685 120.256308 33.906103
-61.362685 122.768345 34.470446
-61.362685 125.280382 32.062192
-61.362685 127.792419 32.784841
-61.362685 130.304456 31.230466
-61.362685 132.816493 29.773710
-61.362685 135.328530 28.320127
-61.362685 137.840567 26.866639
-61.362685 140.352604 25.413156
-61.362685 142.864641 23.959651
-61.362685 145.376677 22.506154
-61.362685 147.888714 21.052660
-61.362685 150.400751 19.599164
-61.362685 152.912788 18.145658
-61.362685 155.424825 16.692161
-61.362685 157.936862 15.238436
-61.362685 160.448899 13.786314
-58.635515 -83.218682 121.840073
-58.635515 -80.706645 120.774861
-58.635515 -78.194608 117.929658
-58.635515 -75.682571 118.942629
-58.635515 -73.170534 130.606984
-58.635515 -70.658497 137.712871
-58.635515 -68.146460 138.830276
-58.635515 -65.634423 128.950451
-58.635515 -63.122386 138.470165
-58.635515 -60.610349 125.818851
-58.635515 -58.098312 131.011063
-58.635515 -55.586275 132.924521
-58.635515 -53.074239 123.807052
-58.635515 -50.562202 128.634173
-58.635515 -48.050165 127.263069
-58.635515 -45.538128 126.186485
-58.635515 -43.026091 124.574116
-58.635515 -40.514054 123.080537
-58.635515 -38.002017 120.192260
-58.635515 -35.489980 121.116956
-58.635515 -32.977943 118.749990
-58.635515 -30.465906 117.288174
-58.635515 -27.953869 115.826416
-58.635515 -25.441833 114.831174
-58.635515 -22.929796 112.217085
-58.635515 -20.417759 111.875569
-58.635515 -17.905722 111.887048
-58.635515 -15.393685 98.922911
-58.635515 -12.881648 101.552411
-58.635515 -10.369611 105.854886
-58.635515 -7.857574 102.488473
-58.635515 -5.345537 102.206543
-58.635515 -2.833500 95.539150
-58.635515 -0.321463 96.178874
-58.635515 2.190573 91.918477
-58.635515 4.702610 91.142915
-58.635515 7.214647 93.877045
-58.635515 9.726684 95.687199
-58.635515 12.238721 94.226710
-58.635515 14.750758 92.889396
-58.635515 17.262795 91.433156
-58.635515 19.774832 89.968025
-58.635515 22.286869 88.517492
-58.635515 24.798906 87.977240
-58.635515 27.310943 86.405041
-58.635515 29.822980 84.460179
-58.635515 32.335016 79.689574
-58.635515 34.847053 81.597286
-58.635515 37.359090 79.806917
-58.635515 39.871127 78.351854
-58.635515 42.383164 76.898468
-58.635515 44.895201 75.444950
-58.635515 47.407238 73.991487
-58.635515 49.919275 72.539591
-58.635515 52.431312 71.081066
-58.635515 54.943349 69.632394
-58.635515 57.455386 68.177425
-58.635515 59.967422 66.724143
-58.635515 62.479459 65.270625
-58.635515 64.991496 63.817128
-58.635515 67.503533 62.363632
-58.635515 70.015570 60.910135
-58.635515 72.527607 59.456638
-58.635515 75.039644 58.003141
-58.635515 77.551681 56.549644
-58.635515 80.063718 55.096147
-58.635515 82.575755 53.642650
-58.635515 85.087792 52.189153
-58.635515 87.599829 50.735654
-58.635515 90.111865 49.282236
-58.635515 92.623902 47.828514
-58.635515 95.135939 46.374436
